"id","name","color","memory","vendor","price","price_promo","images","sku","revs_count","diagonal","resolution","specifications"
1,Мобільний телефон Apple iPhone 16 Pro Max 256GB Black Titanium (MYWV3),чорний,256,Apple,65799.00,,"[""https://brain.com.ua/static/images/prod_img/3/0/U0961530_small_1738426633.jpg"", ""https://brain.com.ua/static/images/prod_img/3/0/U0961530_2small_1738426634.jpg"", ""https://brain.com.ua/static/images/prod_img/3/0/U0961530_3small_1738426635.jpg"", ""https://brain.com.ua/static/images/prod_img/3/0/U0961530_4small_1738426636.jpg"", ""https://brain.com.ua/static/images/prod_img/3/0/U0961530_5small_1738426637.jpg"", ""https://brain.com.ua/static/images/prod_img/3/0/U0961530_6small_1738426638.jpg"", ""https://brain.com.ua/static/images/prod_img/3/0/U0961530_7small_1738426640.jpg"", ""https://brain.com.ua/static/images/prod_img/3/0/U0961530_8small_1738426641.jpg"", ""https://brain.com.ua/static/images/prod_img/3/0/U0961530_9small_1738426642.jpg""]",U0961530,1,6.9,"1320 х 2868","{""Вага"": ""227 г"", ""Колір"": ""чорний"", ""Модель"": ""iPhone 16 Pro Max 256GB Black Titanium"", ""Артикул"": ""MYWV3"", ""Безпека"": ""FaceID"", ""Виробник"": ""Apple"", ""Примітка"": ""Виробник може змінювати властивості, характеристики, зовнішній вигляд і комплектацію товарів без попередження"", ""Процесор"": ""Apple A18 Pro"", ""Штрихкод"": ""195949805783"", ""Відеоядро"": ""Apple Ax Series"", ""Навігація"": ""BeiDou,                                 Galileo,                                 QZSS,                                 iBeacon,                                 GPS,                                 A-GPS"", ""Оснащення"": ""пило/вологозахист,                                 гіроскоп,                                 бездротове заряджання"", ""Органайзер"": ""календар,                                 телефонна книга,                                 диктофон,                                 секундомір,                                 калькулятор,                                 будильник,                                 світовий час,                                 нотатки,                                 годинник"", ""Розміри (мм)"": ""163 х 77.6 х 8.25 мм"", ""Тип дисплея"": ""OLED (Super Retina XDR)"", ""Форм-фактор"": ""моноблок"", ""Мультимедіа"": ""ігри,                                 FM-радіо,                                 мобільні сервіси Google,                                 соціальні мережі,                                 відеоплеєр,                                 музичний плеєр"", ""Особливості"": ""IP68 certified"", ""Гарантія, міс"": ""12"", ""Кількість ядер"": ""6 core"", ""Основна камера"": ""48 + 48 + 12 Mpx"", ""Формат SIM-карти"": ""e-sim,                                 Nano"", ""Функції камери"": ""панорама,                                 розпізнавання обличчя,                                 HDR,                                 геотегінг,                                 спалах,                                 автофокус"", ""Матеріал екрану"": ""Ceramic Shield"", ""Діагональ екрану"": ""6.9\"""", ""Кількість SIM-карт"": ""1 SIM + e-sim"", ""Матеріал корпуса"": ""титан,                                 алюміній"", ""Вбудована пам'ять"": ""256 Gb"", ""Вбудовані датчики"": ""датчик наближення,                                 гіроскоп,                                 барометр,                                 датчик освітлення,                                 акселерометр,                                 компас"", ""Фронтальна камера"": ""12 Mpx"", ""Метод стабілізації"": ""оптична"", ""Операційна система"": ""iOS 18"", ""Особливості корпусу"": ""безрамковий дисплей,                                 водонепроникні"", ""Бездротові підключення"": ""Bluetooth,                                 WI-FI,                                 NFC"", ""Інтерфейси і підключення"": ""USB Type-C"", ""Частота оновлення екрану"": ""120 Гц"", ""Покоління зв'язку (2G /3G/4G/5G)"": ""2G,                                 3G,                                 4G,                                 5G"", ""Діафрагма основної камери"": ""f/1.78 + f/2.2 + f/2.8"", ""Роздільна здатність екрану"": ""1320 х 2868"", ""Запис відео основної камери"": ""4K / 3840x2160 / стереозвук"", ""Діафрагма фронтальної камери"": ""f/1.9"", ""Запис відео фронтальної камери"": ""4K / 3840x2160 / стереозвук"", ""Кількість модулів основної камери"": ""3"", ""Кількість модулів фронтальної камери"": ""1""}"
